USER,COURSE_ID,SCORE
37465,excourse67,0.7082138557765277
37465,excourse72,0.6525351630658943
37465,excourse74,0.6500714712738288
37465,BD0145EN,0.623543584505046
37465,excourse68,0.616759399492821
50348,excourse67,0.7082138557765277
50348,excourse72,0.6525351630658943
50348,excourse74,0.6500714712738288
50348,BD0145EN,0.623543584505046
50348,excourse68,0.616759399492821
52091,excourse67,0.7082138557765277
52091,excourse72,0.6525351630658943
52091,excourse74,0.6500714712738288
52091,BD0145EN,0.623543584505046
52091,excourse68,0.616759399492821
70434,excourse67,0.7082138557765277
70434,excourse72,0.6525351630658943
70434,excourse74,0.6500714712738288
70434,BD0145EN,0.623543584505046
70434,excourse68,0.616759399492821
85625,excourse67,0.7082138557765277
85625,excourse72,0.6525351630658943
85625,excourse74,0.6500714712738288
85625,BD0145EN,0.623543584505046
85625,excourse68,0.616759399492821
108541,excourse67,0.7082138557765277
108541,excourse72,0.6525351630658943
108541,excourse74,0.6500714712738288
108541,BD0145EN,0.623543584505046
108541,excourse68,0.616759399492821
109915,excourse67,0.7082138557765277
109915,excourse72,0.6525351630658943
109915,excourse74,0.6500714712738288
109915,BD0145EN,0.623543584505046
109915,excourse68,0.616759399492821
134697,excourse67,0.7082138557765277
134697,excourse72,0.6525351630658943
134697,excourse74,0.6500714712738288
134697,BD0145EN,0.623543584505046
134697,excourse68,0.616759399492821
142685,excourse67,0.7082138557765277
142685,excourse72,0.6525351630658943
142685,excourse74,0.6500714712738288
142685,BD0145EN,0.623543584505046
142685,excourse68,0.616759399492821
149690,excourse67,0.7082138557765277
149690,excourse72,0.6525351630658943
149690,excourse74,0.6500714712738288
149690,BD0145EN,0.623543584505046
149690,excourse68,0.616759399492821
152320,excourse67,0.7082138557765277
152320,excourse72,0.6525351630658943
152320,excourse74,0.6500714712738288
152320,BD0145EN,0.623543584505046
152320,excourse68,0.616759399492821
160015,excourse67,0.7082138557765277
160015,excourse72,0.6525351630658943
160015,excourse74,0.6500714712738288
160015,BD0145EN,0.623543584505046
160015,excourse68,0.616759399492821
161471,excourse67,0.7082138557765277
161471,excourse72,0.6525351630658943
161471,excourse74,0.6500714712738288
161471,BD0145EN,0.623543584505046
161471,excourse68,0.616759399492821
179356,excourse67,0.7082138557765277
179356,excourse72,0.6525351630658943
179356,excourse74,0.6500714712738288
179356,BD0145EN,0.623543584505046
179356,excourse68,0.616759399492821
181124,excourse67,0.7082138557765277
181124,excourse72,0.6525351630658943
181124,excourse74,0.6500714712738288
181124,BD0145EN,0.623543584505046
181124,excourse68,0.616759399492821
182509,excourse67,0.7082138557765277
182509,excourse72,0.6525351630658943
182509,excourse74,0.6500714712738288
182509,BD0145EN,0.623543584505046
182509,excourse68,0.616759399492821
182847,excourse67,0.7082138557765277
182847,excourse72,0.6525351630658943
182847,excourse74,0.6500714712738288
182847,BD0145EN,0.623543584505046
182847,excourse68,0.616759399492821
187819,excourse67,0.7082138557765277
187819,excourse72,0.6525351630658943
187819,excourse74,0.6500714712738288
187819,BD0145EN,0.623543584505046
187819,excourse68,0.616759399492821
189913,excourse67,0.7082138557765277
189913,excourse72,0.6525351630658943
189913,excourse74,0.6500714712738288
189913,BD0145EN,0.623543584505046
189913,excourse68,0.616759399492821
203388,excourse67,0.7082138557765277
203388,excourse72,0.6525351630658943
203388,excourse74,0.6500714712738288
203388,BD0145EN,0.623543584505046
203388,excourse68,0.616759399492821
211118,excourse67,0.7082138557765277
211118,excourse72,0.6525351630658943
211118,excourse74,0.6500714712738288
211118,BD0145EN,0.623543584505046
211118,excourse68,0.616759399492821
220851,excourse67,0.7082138557765277
220851,excourse72,0.6525351630658943
220851,excourse74,0.6500714712738288
220851,BD0145EN,0.623543584505046
220851,excourse68,0.616759399492821
243266,excourse67,0.7082138557765277
243266,excourse72,0.6525351630658943
243266,excourse74,0.6500714712738288
243266,BD0145EN,0.623543584505046
243266,excourse68,0.616759399492821
246282,excourse67,0.7082138557765277
246282,excourse72,0.6525351630658943
246282,excourse74,0.6500714712738288
246282,BD0145EN,0.623543584505046
246282,excourse68,0.616759399492821
246703,excourse67,0.7082138557765277
246703,excourse72,0.6525351630658943
246703,excourse74,0.6500714712738288
246703,BD0145EN,0.623543584505046
246703,excourse68,0.616759399492821
261571,excourse67,0.7082138557765277
261571,excourse72,0.6525351630658943
261571,excourse74,0.6500714712738288
261571,BD0145EN,0.623543584505046
261571,excourse68,0.616759399492821
266643,excourse67,0.7082138557765277
266643,excourse72,0.6525351630658943
266643,excourse74,0.6500714712738288
266643,BD0145EN,0.623543584505046
266643,excourse68,0.616759399492821
271899,excourse67,0.7082138557765277
271899,excourse72,0.6525351630658943
271899,excourse74,0.6500714712738288
271899,BD0145EN,0.623543584505046
271899,excourse68,0.616759399492821
277197,excourse67,0.7082138557765277
277197,excourse72,0.6525351630658943
277197,excourse74,0.6500714712738288
277197,BD0145EN,0.623543584505046
277197,excourse68,0.616759399492821
277715,excourse67,0.7082138557765277
277715,excourse72,0.6525351630658943
277715,excourse74,0.6500714712738288
277715,BD0145EN,0.623543584505046
277715,excourse68,0.616759399492821
284008,excourse67,0.7082138557765277
284008,excourse72,0.6525351630658943
284008,excourse74,0.6500714712738288
284008,BD0145EN,0.623543584505046
284008,excourse68,0.616759399492821
296101,excourse67,0.7082138557765277
296101,excourse72,0.6525351630658943
296101,excourse74,0.6500714712738288
296101,BD0145EN,0.623543584505046
296101,excourse68,0.616759399492821
306665,excourse67,0.7082138557765277
306665,excourse72,0.6525351630658943
306665,excourse74,0.6500714712738288
306665,BD0145EN,0.623543584505046
306665,excourse68,0.616759399492821
314348,excourse67,0.7082138557765277
314348,excourse72,0.6525351630658943
314348,excourse74,0.6500714712738288
314348,BD0145EN,0.623543584505046
314348,excourse68,0.616759399492821
315714,excourse67,0.7082138557765277
315714,excourse72,0.6525351630658943
315714,excourse74,0.6500714712738288
315714,BD0145EN,0.623543584505046
315714,excourse68,0.616759399492821
331334,excourse67,0.7082138557765277
331334,excourse72,0.6525351630658943
331334,excourse74,0.6500714712738288
331334,BD0145EN,0.623543584505046
331334,excourse68,0.616759399492821
331432,excourse67,0.7082138557765277
331432,excourse72,0.6525351630658943
331432,excourse74,0.6500714712738288
331432,BD0145EN,0.623543584505046
